,location,decision_time,building damage issues,medical issues,power issues,road issues,water issues,min_sentiment_score,min_sentiment_issues,area_pct,building damage issues area adjusted,medical issues area adjusted,power issues area adjusted,road issues area adjusted,water issues area adjusted,min_sentiment_score area adjusted
22,Broadview,2020-04-06 23:00:00,0.7020306285734439,0.9086527734523175,0.4105136176256413,0.3958580704304585,0.7628257346325562,0.3958580704304585,road issues,10.583,0.07429590142192757,0.09616272301445877,0.04344465615332162,0.04189365959365542,0.08072984749616342,0.04189365959365542
23,Broadview,2020-04-07 00:00:00,0.7187543643445631,0.9137796993269273,0.4435989460011843,0.06209064042195667,0.7761373032905183,0.06209064042195667,road issues,10.583,0.07606577437858511,0.09670530557976871,0.04694607645530533,0.006571052475855674,0.08213861080723556,0.006571052475855674
24,Broadview,2020-04-07 01:00:00,0.12007419485598803,0.9186188729629945,0.7499337587505579,0.11473144787054701,0.7887017510082677,0.11473144787054701,road issues,10.583,0.012707452041609214,0.09721743532567372,0.07936548968857154,0.01214202912813999,0.08346830630920497,0.01214202912813999
25,Broadview,2020-04-07 02:00:00,0.16946063545880996,0.9231864446526848,0.7639688984157883,0.1644177538200946,0.8005610104620833,0.1644177538200946,road issues,10.583,0.01793401905060586,0.09770082143759364,0.08085082851934289,0.017400330886780613,0.08472337173720228,0.017400330886780613
26,Broadview,2020-04-07 03:00:00,0.2160752281385938,0.9274976582419158,0.7772163062206991,0.2113153816979162,0.8117546608279673,0.2113153816979162,road issues,10.583,0.022867241393907386,0.09815707717174195,0.08225280168733659,0.02236350684509047,0.0859079957554238,0.02236350684509047
27,Broadview,2020-04-07 04:00:00,0.26007354476516187,0.9315669020052749,0.7897201941573736,0.2555808479774968,0.8223200598734655,0.2555808479774968,road issues,10.583,0.027523583242497082,0.09858772523921826,0.08357608814767485,0.02704812114145849,0.08702613193640886,0.02704812114145849
28,Broadview,2020-04-07 05:00:00,0.3016024256302152,0.9354077566655499,0.801522292789451,0.29736188453767076,0.8322924686357427,0.29736188453767076,road issues,10.583,0.031918584704445675,0.09899420288791515,0.0848251042459076,0.0314698082406217,0.08808151195572066,0.0314698082406217
29,Broadview,2020-04-07 06:00:00,0.34080046951315746,0.9390330407181272,0.8126619905240047,0.3367979317040335,0.8417051691020181,0.3367979317040335,road issues,10.583,0.03606691368857745,0.0993778666991994,0.08600401845715541,0.03564332511223787,0.08907765804606659,0.03564332511223787
30,Broadview,2020-04-07 07:00:00,0.3777984962416364,0.9424548532115296,0.8231764650666883,0.1387748308479786,0.5535164531320333,0.1387748308479786,road issues,10.583,0.03998241485725238,0.09973999711537618,0.08711676529800762,0.014686540348641575,0.05857864623496309,0.014686540348641575
31,Broadview,2020-04-07 08:00:00,0.4127199832905585,0.9456846141268653,0.833100807498873,0.1871116854024606,0.8653463936061598,0.1871116854024606,road issues,10.583,0.0436781558316398,0.10008180271304616,0.08816705845760574,0.019802029666142404,0.0915796088353399,0.019802029666142404
32,Broadview,2020-04-07 09:00:00,0.4495885940268636,0.948733102490954,0.6660298416391015,0.2327356007722673,0.8729039198149028,0.2327356007722673,road issues,10.583,0.04757996090586297,0.10040442423661766,0.07048593814066612,0.024630408629729046,0.09237942183401117,0.024630408629729046
33,Broadview,2020-04-07 10:00:00,0.7370904106646776,0.33604885020758957,0.6649100035429001,0.2757988425337913,0.880037274670754,0.2757988425337913,road issues,10.583,0.07800627816064283,0.035564049817469204,0.07036742567494512,0.02918779150535113,0.09313434477840589,0.02918779150535113
34,Broadview,2020-04-07 11:00:00,0.47482265920067834,0.5816105604171753,0.6837171599075438,0.29779899027198553,0.8240558670368046,0.29779899027198553,road issues,10.583,0.05025048202320779,0.06155184560894966,0.07235778703301536,0.03151606714048423,0.08720983240850502,0.03151606714048423
35,Broadview,2020-04-07 12:00:00,0.5042985984170407,0.17651835887227207,0.7014687516947189,0.2594351996667683,0.31769097317010164,0.17651835887227207,medical issues,10.583,0.05336992067047542,0.018680937919452554,0.0742364379918521,0.027456027180734092,0.033621235690591854,0.018680937919452554
36,Broadview,2020-04-07 13:00:00,0.5321201802855322,0.5605236780829728,0.7182240231918449,0.3009999080892153,0.8900827730540186,0.3009999080892153,road issues,10.583,0.05631427867961787,0.05932022085152101,0.07600964837439295,0.031854820273081653,0.09419745987230678,0.031854820273081653
37,Broadview,2020-04-07 14:00:00,0.13037443370558321,0.42170920595526695,0.7403180543333292,0.34023176868326754,0.8962519529644841,0.13037443370558321,building damage issues,10.583,0.013797526319061872,0.044629485266245904,0.07834785969009622,0.03600672807975021,0.09485034418223134,0.013797526319061872
38,Broadview,2020-04-07 15:00:00,0.2206433340907097,0.14566701045259833,0.7548928820180262,0.3772617141367026,0.5471949651837349,0.14566701045259833,medical issues,10.583,0.023350684046819805,0.01541593971619848,0.07989031370396771,0.03992560720708724,0.05790964316539467,0.01541593971619848
39,Broadview,2020-04-07 16:00:00,0.7871772404760122,0.3332849289290607,0.7686496874813737,0.17535935889463872,0.5726089589839874,0.17535935889463872,road issues,10.583,0.08330696735957638,0.035271544028562495,0.08134619642615379,0.018558280951819616,0.06059920612927539,0.018558280951819616
40,Broadview,2020-04-07 17:00:00,0.30538259260356426,0.32796904956921935,0.7816343827827866,0.31249427859438583,0.5965965749146978,0.30538259260356426,building damage issues,10.583,0.032318639775235206,0.03470896451591048,0.08272036672990231,0.03307126950364385,0.06313781552322247,0.032318639775235206
41,Broadview,2020-04-07 18:00:00,0.3443684720169493,0.36438633501529694,0.7938903031357889,0.5311804115772247,0.6192378694141694,0.3443684720169493,building damage issues,10.583,0.03644451539355375,0.03856300583466888,0.08401741078086054,0.05621482295721769,0.06553394372010155,0.03644451539355375
42,Broadview,2020-04-07 19:00:00,0.2913131434470415,0.2739184426609427,0.8054583515352607,0.5574932332057385,0.6406084056980818,0.2739184426609427,medical issues,10.583,0.030829669971000402,0.028988788786807565,0.08524165734297665,0.05899950887016331,0.06779558757502799,0.028988788786807565
43,Broadview,2020-04-07 20:00:00,0.3198165837675333,0.5025253258645535,0.8163771352673805,0.29100972187006846,0.6607795059446989,0.29100972187006846,road issues,10.583,0.03384618906011805,0.053182255236245694,0.08639719222534689,0.030797558865509344,0.06993029511412749,0.030797558865509344
44,Broadview,2020-04-07 21:00:00,0.9055383892264216,0.5304464338738559,0.2672790759243071,0.33080228853210814,0.6798184893260082,0.2672790759243071,power issues,10.583,0.0958331277318322,0.05613714609687017,0.028286144605069424,0.035008806195353,0.07194519072537145,0.028286144605069424
45,Broadview,2020-04-07 22:00:00,0.910840112056283,0.5568004505054477,0.1613243231549859,0.36836147004008135,0.6977888966791996,0.1613243231549859,power issues,10.583,0.09639420905891644,0.05892619167699153,0.017072953119492158,0.038983694374341814,0.0738469989355597,0.017072953119492158
46,Broadview,2020-04-07 23:00:00,0.16543635400012136,0.5816753298399933,0.2083955719550582,0.4038126166708066,0.7147507025683033,0.16543635400012136,building damage issues,10.583,0.017508129343832845,0.06155870015696649,0.02205450338000381,0.04273548922227146,0.07564206685280354,0.017508129343832845
47,Broadview,2020-04-08 00:00:00,0.2122768122427363,0.6051540894749274,0.2528249145632955,0.23476737225428224,0.7307605154437213,0.2122768122427363,building damage issues,10.583,0.022465255039648784,0.06404345728913158,0.02675646070823356,0.024845431005670687,0.07733638534940904,0.022465255039648784
48,Broadview,2020-04-08 01:00:00,0.25648831757218027,0.6273150875879697,0.29476062978054496,0.27771657944490435,0.7458717665676691,0.25648831757218027,building damage issues,10.583,0.027144158648663836,0.06638875571943484,0.031194517449675073,0.029390745602654228,0.07893560905585642,0.027144158648663836
49,Broadview,2020-04-08 02:00:00,0.298218421777632,0.6482322844502577,0.3343426741580414,0.3182552328621766,0.7601348883360457,0.298218421777632,building damage issues,10.583,0.0315604555767268,0.06860242266337077,0.035383485206145524,0.03368095129380415,0.08044507523260372,0.0315604555767268
50,Broadview,2020-04-08 03:00:00,0.3376063952026883,0.6679754892618776,0.3717031490893873,0.3565186264934458,0.7735974825918674,0.3376063952026883,building damage issues,10.583,0.035728884804300504,0.0706918460285845,0.039337344268129855,0.037730366241801365,0.08186982158269734,0.035728884804300504
51,Broadview,2020-04-08 04:00:00,0.37478369154718805,0.6866105931335791,0.4069667416866729,0.392634460858029,0.7863044794919938,0.37478369154718805,building damage issues,10.583,0.039663358076438913,0.07266399907132667,0.043069290272700594,0.0415525049926052,0.0832146030646377,0.039663358076438913
52,Broadview,2020-04-08 05:00:00,0.4098743865817165,0.7041997889922333,0.44025114091212325,0.4267232691958259,0.7982982874573489,0.4098743865817165,building damage issues,10.583,0.04337700633194306,0.07452546366904805,0.04659177824273,0.04516012357899426,0.08448390776161123,0.04337700633194306
53,Broadview,2020-04-08 06:00:00,0.4429955922389549,0.7208017791439444,0.4716674303540682,0.45889881973580193,0.417964749969542,0.417964749969542,water issues,10.583,0.04688222352664859,0.07628245228680364,0.04991656415437104,0.048565262092639915,0.04423320948927663,0.04423320948927663
54,Broadview,2020-04-08 07:00:00,0.4742578474638698,0.9327829838730396,0.12913232808932662,0.489268495386877,0.45063187842098384,0.12913232808932662,power issues,10.583,0.05019070799710134,0.09871642318328379,0.013666074281693436,0.051779284866793195,0.047690371693292724,0.013666074281693436
55,Broadview,2020-04-08 08:00:00,0.4535602919640951,0.5079817864112556,0.1780103747386066,0.4539493089541793,0.48146554183537316,0.1780103747386066,power issues,10.583,0.048000285698560186,0.05375971245590318,0.018838837958586735,0.04804145536662079,0.05095349829243754,0.018838837958586735
56,Broadview,2020-04-08 09:00:00,0.38411111081950366,0.4151044525206089,0.2993704085238278,0.13017045095330104,0.7288393485359848,0.13017045095330104,road issues,10.583,0.04065047885802807,0.043930504210256044,0.0316823703340767,0.01377593882438785,0.07713306825556326,0.01377593882438785
57,Broadview,2020-04-08 10:00:00,0.36309774592518806,0.548207633011043,0.2037865841994062,0.3706293295059975,0.7440584264730823,0.2037865841994062,power issues,10.583,0.03842663445126265,0.05801681380155869,0.021566734205823158,0.03922370194161971,0.0787437032736463,0.021566734205823158
58,Broadview,2020-04-08 11:00:00,0.3797785509377718,0.7384509351104498,0.24847460941327104,0.1799902650527656,0.7584233232006095,0.1799902650527656,road issues,10.583,0.04019196404574439,0.0781502624627389,0.026296067914206477,0.019048369750534186,0.08026394029432049,0.019048369750534186
59,Broadview,2020-04-08 12:00:00,0.29163942602463067,0.03159903973573808,0.29065448849711006,0.4737132035661489,0.23786812799517065,0.03159903973573808,medical issues,10.583,0.030864200456186666,0.0033441263752331607,0.030759964517649157,0.05013306833340554,0.025173583985728908,0.0033441263752331607
60,Broadview,2020-04-08 13:00:00,0.26831035502254963,0.22475826216395944,0.2777314067352563,0.5633231922984123,0.21710123599041253,0.21710123599041253,water issues,10.583,0.02839528487203643,0.02378616688481183,0.029392314774792174,0.05961649344094098,0.022975823804865358,0.022975823804865358
61,Broadview,2020-04-08 14:00:00,0.2065934299801786,0.28809274453669786,0.5376939872900645,0.3731674319909264,0.5223783903056756,0.2065934299801786,building damage issues,10.583,0.0218637826948023,0.030488855154318734,0.056904154674907524,0.03949230932759974,0.05528330504604964,0.0218637826948023
62,Broadview,2020-04-08 15:00:00,0.4492686118852969,0.5133512330626567,0.6689057964831591,0.3279216453083791,0.5862617950886488,0.3279216453083791,road issues,10.583,0.04754609719582097,0.05432796099502096,0.07079030044181273,0.03470394772298576,0.062044085774231705,0.03470394772298576
63,Broadview,2020-04-08 16:00:00,0.3020092117134481,0.4607657461659983,0.4711737707257271,0.47170745387362945,0.5975799751468003,0.3020092117134481,building damage issues,10.583,0.031961634875634214,0.0487628389167476,0.049864320155903696,0.049920799843446204,0.06324188876978588,0.031961634875634214
64,Broadview,2020-04-08 17:00:00,0.21291098259389396,0.5298696495592594,0.6939491548400838,0.2386745372787118,0.5150373914511874,0.21291098259389396,building damage issues,10.583,0.0225323692879118,0.056076105012856425,0.07344063905672607,0.025258926280206068,0.05450640713727917,0.0225323692879118
65,Broadview,2020-04-08 18:00:00,0.32963534291567553,0.441671391017735,0.7111264688790326,0.5548798441886902,0.4564729285193607,0.32963534291567553,building damage issues,10.583,0.03488530834076595,0.04674208331140689,0.07525851420146802,0.05872293391048908,0.048308530025203945,0.03488530834076595
66,Broadview,2020-04-08 19:00:00,0.285611919593066,0.37615081458352506,0.3160676072293427,0.45665530301630497,0.3341399469645694,0.285611919593066,building damage issues,10.583,0.030226309450534172,0.039808040707374454,0.033449434873081337,0.04832783071821556,0.035362030587260375,0.030226309450534172
67,Broadview,2020-04-08 20:00:00,0.2296322863548994,0.5414954509275655,0.3544537828528498,0.37698538549011573,0.48880801163613796,0.2296322863548994,building damage issues,10.583,0.024301984864939005,0.05730646357166425,0.03751184383931709,0.03989636334641895,0.051730551871452486,0.024301984864939005
68,Broadview,2020-04-08 21:00:00,0.16933304925138748,0.4440212391782552,0.09547456610016525,0.02162796852644533,0.5174990133346715,0.02162796852644533,road issues,10.583,0.017920516602274335,0.04699076774223474,0.010104073330380487,0.002288887909153709,0.05476692058120829,0.002288887909153709
69,Broadview,2020-04-08 22:00:00,0.2159548027947552,0.4060698586205642,0.8275562364142388,0.07653977124590639,0.5445797128430241,0.07653977124590639,road issues,10.583,0.022854496779768946,0.04297437313781431,0.0875802764997189,0.008100203990954274,0.05763287101017724,0.008100203990954274
70,Broadview,2020-04-08 23:00:00,0.31131480634212494,0.3170603378675878,0.7981336615048349,0.6623411849141121,0.3485884601250291,0.31131480634212494,building damage issues,10.583,0.03294644595518709,0.033554495556526814,0.08446648539705669,0.07009556759946048,0.03689111673503183,0.03294644595518709
71,Broadview,2020-04-09 00:00:00,0.3283122032880783,0.4326834619278088,0.3953344366513193,0.6812925179898925,0.3851493805275882,0.3283122032880783,building damage issues,10.583,0.034745280473977326,0.04579089077582001,0.041838243430809115,0.07210118717887033,0.04076035894123466,0.034745280473977326
72,Broadview,2020-04-09 01:00:00,0.2795437048189342,0.046376808488275856,0.4292717069919749,0.6991801944711966,0.8623060040408745,0.046376808488275856,medical issues,10.583,0.029584110280987806,0.004908057642314234,0.045429824750960704,0.07399423998088674,0.09125784440764577,0.004908057642314234
73,Broadview,2020-04-09 02:00:00,0.31997980956877226,0.09989956555454838,0.14957157825119793,0.71606391281546,0.6065330784767866,0.09989956555454838,medical issues,10.583,0.03386346324666317,0.010572371022637854,0.01582916012632428,0.07578104389326012,0.06418939569519833,0.010572371022637854
74,Broadview,2020-04-09 03:00:00,0.3581464101470506,0.47643947415053844,0.5901497181039304,0.732000020863163,0.15595939196646214,0.15595939196646214,water issues,10.583,0.03790263458586237,0.050421589549351484,0.06245554466693895,0.07746756220794854,0.016505182451810686,0.016505182451810686
75,Broadview,2020-04-09 04:00:00,0.3941708840352698,0.5058246685165735,0.336742231156677,0.7470417038935097,0.20333175121690572,0.20333175121690572,water issues,10.583,0.04171510465745261,0.05353142466910898,0.03563743032331113,0.07905942352305013,0.021518599231285133,0.021518599231285133
76,Broadview,2020-04-09 05:00:00,0.23556907242164016,0.3433100450783968,0.37396802930221495,0.3760083674686029,0.9069654818158596,0.23556907242164016,building damage issues,10.583,0.024930274934382178,0.036332502070646734,0.039577036541053406,0.039792965529202244,0.09598415694057241,0.024930274934382178
77,Broadview,2020-04-09 06:00:00,0.550649729751361,0.4104668153449893,0.26500986982136965,0.2149929608373592,0.39256217842921615,0.2149929608373592,road issues,10.583,0.058275260899586526,0.04343970306796022,0.02804599452319555,0.022752705045417723,0.04154485534316395,0.022752705045417723
78,Broadview,2020-04-09 07:00:00,0.5758698225157326,0.4272782194117706,0.3062616960498168,0.25905202046007114,0.33653100789524615,0.25905202046007114,road issues,10.583,0.06094430331683998,0.04521885396034768,0.03241167529295211,0.027415475325289332,0.035615076565553905,0.027415475325289332
79,Broadview,2020-04-09 08:00:00,0.4886800584693749,0.23948281817138195,0.26538726314902306,0.3006382350788602,0.3737686610915095,0.23948281817138195,medical issues,10.583,0.051717010587813944,0.02534446664707735,0.02808593405906111,0.03181654441839578,0.03955593740331445,0.02534446664707735
80,Broadview,2020-04-09 09:00:00,0.30130616874278826,0.8515472924336791,0.7216343679465353,0.2937438180476116,0.6706681976793333,0.2937438180476116,road issues,10.583,0.031887231838049285,0.09011924995825626,0.07637056515978184,0.031086908263978738,0.07097681536040384,0.031086908263978738
81,Broadview,2020-04-09 10:00:00,0.0730759329162538,0.7525250702165067,0.7372578303713309,0.3968835825993058,0.5118169368555149,0.0730759329162538,building damage issues,10.583,0.00773362598052714,0.0796397281810129,0.07802399618819794,0.042002189546484534,0.05416558642741914,0.00773362598052714
82,Broadview,2020-04-09 11:00:00,0.2604588174726814,0.35997012520757776,0.6638249289244413,0.4164628667446475,0.3406751488801092,0.2604588174726814,building damage issues,10.583,0.02756435665313387,0.038095638350717956,0.07025259222807363,0.04407426518758604,0.03605365100598196,0.02756435665313387
83,Broadview,2020-04-09 12:00:00,0.26732792193070054,0.6555901917163283,0.430391576141119,0.20163963409140706,0.37648784586538864,0.20163963409140706,road issues,10.583,0.02829131397792604,0.06938110998933902,0.04554834050301462,0.02133952247589361,0.03984370872793408,0.02133952247589361
84,Broadview,2020-04-09 13:00:00,0.27574897352606054,0.30611260276054963,0.7098613879643381,0.6683638708976408,0.4142624353989959,0.27574897352606054,building damage issues,10.583,0.029182513868262986,0.03239589675014897,0.0751246306882659,0.07073294845709734,0.043841393538275736,0.029182513868262986
85,Broadview,2020-04-09 14:00:00,0.19889451505150646,0.47659005247987807,0.7402404512977228,0.18866623387051118,0.4736073479677241,0.18866623387051118,road issues,10.583,0.02104900652790093,0.050437525253945494,0.078339646960838,0.019966547530516198,0.05012186563542424,0.019966547530516198
86,Broadview,2020-04-09 15:00:00,0.2554613755783066,0.5467765363864601,0.4509006708062121,0.23420289913907888,0.2933945640688762,0.23420289913907888,road issues,10.583,0.02703547737745219,0.05786536084577907,0.047718817991421435,0.02478569281588872,0.03104994671540917,0.02478569281588872
87,Broadview,2020-04-09 16:00:00,0.3051060635130852,0.5353370714001358,0.7981336615048349,0.24791945033292795,0.5432895402191207,0.24791945033292795,road issues,10.583,0.03228937470158981,0.05665472226627637,0.08446648539705669,0.026237315428733768,0.05749633204138954,0.026237315428733768
88,Broadview,2020-04-09 17:00:00,0.20342665622592904,0.2494873025765022,0.8094635484993059,0.784863630309701,0.5698163330421916,0.20342665622592904,building damage issues,10.583,0.021528643028390068,0.026403241231671228,0.08566552733768155,0.08306211799567566,0.06030366252585513,0.021528643028390068
89,Broadview,2020-04-09 18:00:00,0.2481348826446904,0.2271772837266326,0.43052294030785565,0.03380780015140772,0.5697775511071086,0.03380780015140772,road issues,10.583,0.026260114630287587,0.02404217193678953,0.04556224277278036,0.0035778794900234788,0.060299558233665305,0.0035778794900234788
90,Broadview,2020-04-09 19:00:00,0.25892734667286277,0.7130707409232855,0.4624852316950855,0.08803600144949653,0.5939240817509871,0.08803600144949653,road issues,10.583,0.027402281098389065,0.0754642765119113,0.048944812070290895,0.009316850033400218,0.06285498557170696,0.009316850033400218
91,Broadview,2020-04-09 20:00:00,0.5013551018200815,0.5957852294668555,0.4926536175099391,0.2388660768046975,0.5503486022353172,0.2388660768046975,road issues,10.583,0.05305841042561922,0.06305195083447732,0.052137532341076855,0.02527919690824114,0.058243392574563624,0.02527919690824114
92,Broadview,2020-04-09 21:00:00,0.7054253686219454,0.6184720612872399,0.5211287819356503,0.2236998975276947,0.6592599144205451,0.2236998975276947,road issues,10.583,0.07465516676126048,0.0654528982460286,0.05515105899224987,0.023674160155355933,0.0697694767431263,0.023674160155355933
93,Broadview,2020-04-09 22:00:00,0.7219585722745754,0.6398855790786302,0.5480057581864665,0.26727027434422457,0.6783841859205906,0.26727027434422457,road issues,10.583,0.07640487570381832,0.06771909083389144,0.05799544938887375,0.028285213133849286,0.0717933983959761,0.028285213133849286
94,Broadview,2020-04-09 23:00:00,0.7375638385086282,0.6908939986024052,0.5733742456721679,0.30839523381520917,0.696435094538234,0.30839523381520917,road issues,10.583,0.07805638102936813,0.07311731187209254,0.06068019641948553,0.032637467594663586,0.07370372605498131,0.032637467594663586
95,Broadview,2020-04-10 00:00:00,0.7522932484495095,0.18771764868870366,0.15897803788539022,0.5336853861808777,0.7134728835029924,0.15897803788539022,power issues,10.583,0.07961519448341159,0.01986615876072551,0.01682464574941085,0.05647992441952229,0.07550683526112169,0.01682464574941085
96,Broadview,2020-04-10 01:00:00,0.67970846965909,0.533494568313472,0.27665544860064983,0.40659542847424746,0.7295544148517195,0.27665544860064983,power issues,10.583,0.0719335473440215,0.05645973016461474,0.02927844612540677,0.04302999419542961,0.07720874372375747,0.02927844612540677
97,Broadview,2020-04-10 02:00:00,0.6976850519417058,0.5596775063046016,0.20231641083955765,0.43990066790895543,0.7447333592003683,0.20231641083955765,power issues,10.583,0.07383600904699072,0.05923067049221598,0.021411145759150388,0.04655468768480476,0.07881513140417498,0.021411145759150388
98,Broadview,2020-04-10 03:00:00,0.7146526861880758,0.5843909089049666,0.5424431785941124,0.4713366278890898,0.7590603748646829,0.4713366278890898,road issues,10.583,0.07563169377928407,0.06184608988941261,0.05740676159061492,0.04988155532950238,0.08033135947192939,0.04988155532950238
99,Broadview,2020-04-10 04:00:00,0.2984637673944235,0.2833937481045723,0.5681238696826975,0.22799753304570913,0.7725832769276177,0.22799753304570913,road issues,10.583,0.031586420503351836,0.029991560361906887,0.060124549128519875,0.024128978922227397,0.0817624881972498,0.024128978922227397
100,Broadview,2020-04-10 05:00:00,0.26152140088379383,0.43252806955327583,0.5923632143331266,0.5238468189102908,0.20298047782853246,0.20298047782853246,water issues,10.583,0.027676809855531902,0.04577444560082318,0.06268979897287479,0.055438708845276075,0.02148142396859359,0.02148142396859359
101,Broadview,2020-04-10 06:00:00,0.302969019829051,0.46437782168344444,0.5855018943548203,0.5505712434677488,0.38009991066064686,0.302969019829051,building damage issues,10.583,0.03206321136850847,0.04914510486875892,0.061963665479570634,0.05826695469619185,0.04022597354521626,0.03206321136850847
102,Broadview,2020-04-10 07:00:00,0.3420903626732984,0.49443998458438965,0.608765885426292,0.5757957413287333,0.41489222924349767,0.3420903626732984,building damage issues,10.583,0.036203423081715175,0.052326583568565954,0.06442569365466448,0.06093646330481985,0.04390804462083936,0.036203423081715175
103,Broadview,2020-04-10 08:00:00,0.7803674433380365,0.5228148879302444,0.6307241690091104,0.19255726621486247,0.5525678433477879,0.19255726621486247,road issues,10.583,0.08258628652846442,0.05532949958965777,0.06674953880623416,0.020378335483518896,0.05847825486149639,0.020378335483518896
